id|message|group|rgba[0]|rgba[1]|rgba[2]|sub_msg|type
3068|a,The mail was returned due to the exceeded waiting time.\0|0|79|9B|B0|a,|a,none\0
3069|a,Do you really want to return this mail to the sender?\0|0|79|9B|B0|a,|a,none\0
3070|a,Skill not available to be enhanced Check skill's Lv and current PC status.\0|0|79|9B|B0|a,|a,none\0
3071|a,Do you really want to reset? 10,000,000(10 million) Adena will be consumed.\0|4|79|9B|B0|a,|a,popup\0
3072|a,$s1 acquired the attached item to your mail.\0|0|79|9B|B0|a,|a,none\0
3073|a,You have acquired $s2 $s1.\0|0|79|9B|B0|a,|a,none\0
3074|a,The allowed length for recipient exceeded.\0|0|79|9B|B0|a,|a,none\0
3075|a,The allowed length for a title exceeded.\0|0|79|9B|B0|a,|a,none\0
3076|a,The allowed length for a title exceeded.\0|0|79|9B|B0|a,|a,none\0
3077|a,The mail limit (240) of the opponent's character has been exceeded and this cannot be forwarded.\0|0|79|9B|B0|a,|a,none\0
3078|a,You're making a request for payment. Do you want to proceed?\0|0|79|9B|B0|a,|a,none\0
3079|a,There are items in your Pet Inventory rendering you unable to sell/trade/drop pet summoning items. Please empty your Pet Inventory.\0|0|79|9B|B0|a,|a,none\0
3080|a,You cannot reset the Skill Link because there is not enough Adena.\0|4|79|9B|B0|a,|a,popup\0
3081|a,You cannot receive it because you are under the condition that the opponent cannot acquire any Adena for payment.\0|0|79|9B|B0|a,|a,none\0
3082|a,You cannot send mails to any character that has blocked you.\0|0|79|9B|B0|a,|a,none\0
3083|a,In the process of working on the previous clan declaration/retreat. Please try again later.\0|0|79|9B|B0|a,|a,none\0
3084|a,Currently, we are in the process of choosing a hero. Please try again later.\0|0|79|9B|B0|a,|a,none\0
3085|a,You can summon the pet you are trying to summon now only when you own a clan hall.\0|0|79|9B|B0|a,|a,none\0
3086|a,Would you like to give $s2 $s1?\0|0|79|9B|B0|a,|a,none\0
3087|a,This mail is being sent with a Payment Request. Would you like to continue?\0|0|79|9B|B0|a,|a,none\0
3088|a,You have $s1 hour(s) $s2 minute(s) and $s3 second(s) left in the Proof of Time and Space . If Agathion is summoned within this time, 10 minutes or more can be added.\0|0|79|9B|B0|a,|a,none\0
3089|a,You have $s1 minute(s) and $s2 second(s) left in the Proof of Time and Space . If Agathion is summoned within this time, 10 minutes or more can be added.\0|0|79|9B|B0|a,|a,none\0
3090|a,You have $s1 second(s) left in the Proof of Time and Space . If Agathion is summoned within this time, 10 minutes or more can be added.\0|0|79|9B|B0|a,|a,none\0
3091|a,You cannot delete characters on this server right now.\0|0|79|9B|B0|a,|a,none\0
3092|a,Transaction completed.\0|0|79|9B|B0|a,|a,none\0
3093|a,It exceeds the proper calculation range. Please enter again.\0|0|79|9B|B0|a,|a,none\0
3094|a,A user currently participating in the Olympiad cannot send party and friend invitations.\0|0|79|9B|B0|a,|a,none\0
3095|a,The certification failed because you did not enter a valid certification number or you did not enter a certification number at all. If you fail 3 times in a row, you will be blocked from the game for 30 minutes.\0|0|79|9B|B0|a,|a,none\0
3096|a,Due to problems with communications, our telephone certification service is currently unavailable. Please try again later.\0|0|79|9B|B0|a,|a,none\0
3097|a,Due to problems with communications, telephone signals are being delayed. Please try again later.\0|0|79|9B|B0|a,|a,none\0
3098|a,The certification failed because the line was busy or the call was not received. Please try again.\0|0|79|9B|B0|a,|a,none\0
3099|a,The telephone certification service subscription number is expired or incorrect. Please check the telephone certification service subscription information. (plaync > Security Center > Telephone Certification Service)\0|0|79|9B|B0|a,|a,none\0
3100|a,The telephone certification service is currently being checked. Please try again later.\0|0|79|9B|B0|a,|a,none\0
3101|a,Due to heavy volume, the telephone certification service cannot be used at this time. Please try again later.\0|0|79|9B|B0|a,|a,none\0
3102|a,The telephone certification service use period has expired, so game play has been blocked. Please check the game play block setup. (plaync > Security Center > Telephone Certification Service)\0|0|79|9B|B0|a,|a,none\0
3103|a,The telephone certification failed 3 times in a row, so game play has been blocked for 30 minutes. Please try again later.\0|0|79|9B|B0|a,|a,none\0
3104|a,The number of uses of the daily telephone certification service has been exceeded.\0|0|79|9B|B0|a,|a,none\0
3105|a,Telephone certification is already underway. Please try again later.\0|0|79|9B|B0|a,|a,none\0
3106|a,Telephone certification is underway.\0|0|79|9B|B0|a,|a,none\0
3107|a,One moment please.\0|0|79|9B|B0|a,|a,none\0
3108|a,You are no longer protected from aggressive monsters.\0|0|79|9B|B0|a,|a,none\0
3109|a,$s1 has achieved $s2 wins in a row in Jack's game.\0|0|79|9B|B0|a,|a,none\0
3110|a,In reward for $s2 wins in a row, $s1 has received $s4 of $s3(s).\0|0|79|9B|B0|a,|a,none\0
3111|a,World: $s1 wins in a row ($s2 ppl)\0|0|79|9B|B0|a,|a,none\0
3112|a,My record: $s1 wins in a row\0|0|79|9B|B0|a,|a,none\0
3113|a,World: Below 4 wins in a row\0|0|79|9B|B0|a,|a,none\0
3114|a,My record: Below 4 wins in a row\0|0|79|9B|B0|a,|a,none\0
3115|a,This is the Halloween event period.\0|0|79|9B|B0|a,|a,none\0
3116|a,No record of 10 or more wins in a row.\0|0|79|9B|B0|a,|a,none\0
3117|a,You can no longer bestow attributes that are the opposite of the currently bestowed attribute.\0|0|79|9B|B0|a,|a,none\0
3118|a,Do you wish to accept $c1's $s2 request?\0|0|79|9B|B0|a,|a,none\0
3119|a,The couple action was denied.\0|0|79|9B|B0|a,|a,none\0
3120|a,The request cannot be completed because the target does not meet location requirements.\0|0|79|9B|B0|a,|a,none\0
3121|a,The couple action was cancelled.\0|0|79|9B|B0|a,|a,none\0
3122|a,The size of the uploaded symbol does not meet the standard requirements.\0|0|79|9B|B0|a,|a,none\0
3123|a,$c1 is in private store mode or in a battle and cannot be requested for a couple action.\0|0|79|9B|B0|a,|a,none\0
3124|a,$c1 is fishing and cannot be requested for a couple action.\0|0|79|9B|B0|a,|a,none\0
3125|a,$c1 is in a battle and cannot be requested for a couple action.\0|0|79|9B|B0|a,|a,none\0
3126|a,$c1 is already participating in a couple action and cannot be requested for another couple action.\0|0|79|9B|B0|a,|a,none\0
3127|a,$c1 is in a chaotic state and cannot be requested for a couple action.\0|0|79|9B|B0|a,|a,none\0
3128|a,$c1 is participating in the Olympiad and cannot be requested for a couple action.\0|0|79|9B|B0|a,|a,none\0
3129|a,$c1 is participating in a clan hall siege and cannot be requested for a couple action.\0|0|79|9B|B0|a,|a,none\0
3130|a,$c1 is in a castle siege and cannot be requested for a couple action.\0|0|79|9B|B0|a,|a,none\0
3131|a,$c1 is riding a ship, steed, or strider and cannot be requested for a couple action.\0|0|79|9B|B0|a,|a,none\0
3132|a,$c1 is currently teleporting and cannot be requested for a couple action.\0|0|79|9B|B0|a,|a,none\0
3133|a,$c1 is currently transforming and cannot be requested for a couple action.\0|0|79|9B|B0|a,|a,none\0
3134|a,Party loot was changed to "$s1". Do you consent?\0|0|79|9B|B0|a,|a,none\0
3135|a,Requesting approval for changing party loot to "$s1".\0|0|79|9B|B0|a,|a,none\0
3136|a,Party loot can now be changed.\0|0|79|9B|B0|a,|a,none\0
3137|a,Party loot change was cancelled.\0|0|79|9B|B0|a,|a,none\0
3138|a,Party loot was changed to "$s1".\0|0|79|9B|B0|a,Party loot change: $s1\0|a,none\0
3139|a,$c1 is currently dead and cannot be requested for a couple action.\0|0|79|9B|B0|a,|a,none\0
3140|a,The crest was successfully registered.\0|0|79|9B|B0|a,|a,none\0
3141|a,$c1 is in the process of changing the party loot. Please try again later.\0|0|79|9B|B0|a,|a,none\0
3142|a,While party loot change is taking place, another 1:1 request cannot be made.\0|0|79|9B|B0|a,|a,none\0
3143|a,You can only register 8x12 pixel 256 color BMP files for clan crests.\0|0|79|9B|B0|a,|a,none\0
3144|a,The $s2's attribute was successfully bestowed on $s1, and resistance to $s3 was increased.\0|0|79|9B|B0|a,|a,none\0
3145|a,This item cannot be used because you are already participating in the quest that can be started with this item.\0|0|79|9B|B0|a,|a,none\0
3146|a,Do you really wish to remove $s1's $s2 attribute?\0|4|79|9B|B0|a,|a,popup\0
3147|a,If you are not resurrected within $s1 minute(s), you will be expelled from the instant zone.\0|0|79|9B|B0|a,|a,none\0
3148|a,The number of instant zones that can be created has been exceeded. Please try again later.\0|0|79|9B|B0|a,|a,none\0
3149|a,One-piece upper and lower body armor can use enchant rate increasing items from +4.\0|0|79|9B|B0|a,|a,none\0
3150|a,You have requested a couple action with $c1.\0|0|79|9B|B0|a,|a,none\0
3151|a,$c1 accepted the couple action.\0|0|79|9B|B0|a,|a,none\0
3152|a,$s1's $s2 attribute was removed, and resistance to $s3 was decreased.\0|0|79|9B|B0|a,|a,none\0
3153|a,The attribute that you are trying to bestow has already reached its maximum, so you cannot proceed.\0|0|79|9B|B0|a,|a,none\0
3154|a,This item can only have one attribute. An attribute has already been bestowed, so you cannot proceed.\0|0|79|9B|B0|a,|a,none\0
3155|a,All attributes have already been maximized, so you cannot proceed.\0|0|79|9B|B0|a,|a,none\0
3156|a,You do not have enough funds to cancel this attribute.\0|0|79|9B|B0|a,|a,none\0
3157|a,Are you sure you want to delete the Clan Mark?\0|4|79|9B|B0|a,|a,popup\0
3158|a,This is not the Lilith server. This command can only be used on the Lilith server.\0|0|79|9B|B0|a,|a,none\0
3159|a,First, please select the shortcut key category to be changed.\0|0|79|9B|B0|a,|a,none\0
3160|a,+$s1$s2's $s3 attribute was removed, so resistance to $s4 was decreased.\0|0|79|9B|B0|a,|a,none\0
3161|a,Attribute enchant and attribute cancel cannot take place at the same time. Please complete the current task and try again.\0|0|79|9B|B0|a,|a,none\0
3162|a,The skill cannot be used because the opponent is in a different instant zone.\0|0|79|9B|B0|a,|a,none\0
3163|a,The $s3's attribute was successfully bestowed on +$s1$s2, and resistance to $s4 was increased.\0|0|79|9B|B0|a,|a,none\0
3164|a,$c1 is set to refuse couple actions and cannot be requested for a couple action.\0|0|79|9B|B0|a,|a,none\0
3165|a,No crest is registered.\0|0|79|9B|B0|a,|a,none\0
3166|a,No registered symbol.\0|0|79|9B|B0|a,|a,none\0
3167|a,The crest was successfully deleted.\0|0|79|9B|B0|a,|a,none\0
3168|a,$c1 is set to refuse party requests and cannot receive a party request.\0|0|79|9B|B0|a,|a,none\0
3169|a,$c1 is set to refuse duel requests and cannot receive a duel request.\0|0|79|9B|B0|a,|a,none\0
3170|a,Current location: $s1 / $s2 / $s3 (outside the Seed of Annihilation)\0|0|79|9B|B0|a,|a,none\0
3171|a,The gift's remaining resupply time is $s1 minute(s) $s2 second(s). (If you resummon the Agathion at the gift supply time, the supply time can take an additional 30 minutes.)\0|0|79|9B|B0|a,|a,none\0
3172|a,The gift's remaining resupply time is $s1 second(s). (If you resummon the Agathion at the gift supply time, the supply time can take an additional 30 minutes.)\0|0|79|9B|B0|a,|a,none\0
3173|a,Hero exclusive items cannot be bestowed with attributes.\0|0|79|9B|B0|a,|a,none\0
3174|a,You dare to shatter the quiet of my castle, again.\0|0|79|9B|B0|a,|a,none\0
3175|a,I, Freya Queen of Ice, shall curse you all with eternal winter sleep.\0|0|79|9B|B0|a,|a,none\0
3176|a,Your hearts will freeze to stillness... Even your memories shall disappear.\0|0|79|9B|B0|a,|a,none\0
3177|u,So you wish to challenge my powers!  Hahaha…\0|0|79|9B|B0|a,|a,none\0
3178|a,Behold my frozen minions.\0|0|79|9B|B0|a,|a,none\0
3179|a,Obey my command and attack these invaders.\0|0|79|9B|B0|a,|a,none\0
3180|a,No!  How could this be... You are but mere mortals?!\0|0|79|9B|B0|a,|a,none\0
3181|a,Muhaha... Very well. I will bring you your icy death!\0|0|79|9B|B0|a,|a,none\0
3182|a,There's no turning back! This ends now!\0|0|79|9B|B0|a,|a,none\0
3183|a,Oh furious winds of light, slice through the darkness and defeat this evil!\0|0|79|9B|B0|a,|a,none\0
3184|u,To die this way... Such a shameful defeat... Sirra... How could you do this to me…\0|0|79|9B|B0|a,|a,none\0
3185|a,Freya! This is the end for you! Rawr.\0|0|79|9B|B0|a,|a,none\0
3186|a,Ah-hahahaha! Ice Queen, really? You didn't deserve this power.\0|0|79|9B|B0|a,|a,none\0
3187|a,Ahh.. This feeling... Now... All her power is mine. Hahaha-ha!\0|0|79|9B|B0|a,|a,none\0
3188|a,You who feel warm life force coursing through your veins.\0|0|79|9B|B0|a,|a,none\0
3189|a,I shall take your last breath. But not this day, return to me.\0|0|79|9B|B0|a,|a,none\0
3190|a,How dare you ignore my warning... Foolish creatures. Hahaha...\0|0|79|9B|B0|a,|a,none\0
3191|a,Say goodbye to sunlight and welcome eternal ice.\0|0|79|9B|B0|a,|a,none\0
3192|a,Muhahaha... If you wish to be chilled to the bone, I'll gladly oblige.\0|0|79|9B|B0|a,|a,none\0
3193|a,How dare you enter my castle! Hahaha... Foolish ones... Leave this place before the frost chills your blood.\0|0|79|9B|B0|a,|a,none\0
3194|a,Hmph! You will not dodge my blizzard again!\0|0|79|9B|B0|a,|a,none\0
3195|a,All those who challenge my power shall feel the curse of ice.\0|0|79|9B|B0|a,|a,none\0
3196|a,I will seal your hearts with ice. Not even your breath will escape.\0|0|79|9B|B0|a,|a,none\0
3197|u,Hahaha… You are much too weak. Even my snow flakes could defeat you.\0|0|79|9B|B0|a,|a,none\0
3198|a,This is all futile.\0|0|79|9B|B0|a,|a,none\0
3199|a,By my power, you will live in ice for all eternity.\0|0|79|9B|B0|a,|a,none\0
3200|a,Oh, great power of destruction. Come forth and obey me!\0|0|79|9B|B0|a,|a,none\0
3201|a,The deep cold and its unwavering eternity. Cover this world with your frigid silence.\0|0|79|9B|B0|a,|a,none\0
3202|a,Oh blizzard of frozen death... I summon thee... Oh frozen darkness. Heed my call!\0|0|79|9B|B0|a,|a,none\0
3203|a,Hahaha... Foolish ones. Today, I will not treat you so gently.\0|0|79|9B|B0|a,|a,none\0
3204|a,This body is under my complete control now. You shall kneel before me.\0|0|79|9B|B0|a,|a,none\0
3205|a,You say you will defeat me? With all of my powers finally released? Ridiculous!\0|0|79|9B|B0|a,|a,none\0
3206|a,You are out of Recommendations. Try again later.\0|0|79|9B|B0|a,|a,none\0
3207|a,You obtained $s1 Recommendation(s).\0|0|79|9B|B0|a,|a,none\0
3208|a,You will go to the Lineage II homepage. Do you wish to continue?\0|0|79|9B|B0|a,|a,none\0
3209|a,You obtained a Maguen Pet Collar.\0|0|0|FF|FF|a,|a,none\0
3210|a,You obtained an Elite Maguen Pet Collar.\0|0|0|FF|FF|a,|a,none\0
3211|a,You will be directed to the webpage for $s1. Do you wish to continue?\0|0|79|9B|B0|a,|a,none\0
3212|a,When your pet's hunger gauge is at 0%, you cannot use your pet.\0|0|79|9B|B0|a,|a,none\0
3213|a,Your pet is starving and will not obey until it gets it's food. Feed your pet!\0|0|79|9B|B0|a,|a,none\0
3214|a,$s1 was successfully added to your Contact List.\0|0|79|9B|B0|a,|a,none\0
3215|a,The name $s1 doesn't exist. Please try another name.\0|0|79|9B|B0|a,|a,none\0
3216|a,The name already exists on the added list.\0|0|79|9B|B0|a,|a,none\0
3217|a,The name is not currently registered.\0|0|79|9B|B0|a,|a,none\0
3218|a,Do you really wish to delete $s1?\0|0|79|9B|B0|a,|a,none\0
3219|a,$s1 was successfully deleted from your Contact List.\0|0|79|9B|B0|a,|a,none\0
3220|a,The name deletion was cancelled.\0|0|79|9B|B0|a,|a,none\0
3221|a,You cannot add your own name.\0|0|79|9B|B0|a,|a,none\0
3222|a,The maximum number of names (100) has been reached. You cannot register any more.\0|0|79|9B|B0|a,|a,none\0
3223|a,The previous name is being registered. Please try again later.\0|0|79|9B|B0|a,|a,none\0
3224|a,The maximum matches you can participate in 1 week is 50.\0|0|79|9B|B0|a,|a,none\0
3225|a,The total number of matches that can be entered in 1 week is 50 All-Class Battles and 50 Class Battles.\0|0|79|9B|B0|a,|a,none\0
3226|a,You cannot move while speaking to an NPC. One moment please.\0|0|79|9B|B0|a,|a,none\0
3227|a,The large army of Elmoreden is advancing upon the Monastery of Silence.\0|0|79|9B|B0|a,|a,none\0
3228|a,Anais and his troops has fought them bravely,\0|0|79|9B|B0|a,|a,none\0
3229|a,until they were betrayed by Jude, and slaughtered in battle.\0|0|79|9B|B0|a,|a,none\0
3230|a,Many disciples were mercilessly killed,\0|0|79|9B|B0|a,|a,none\0
3231|a,Solina surrendered herself and became a prisoner of war.\0|0|79|9B|B0|a,|a,none\0
3232|a,Because she was sentenced to execution for treason and heresy, her remaining disciples were forced to flee and hide.\0|0|79|9B|B0|a,|a,none\0
3233|a,Jude stole Solina's holy items, the Scepter of Saints and the Book of Saints, which were stored in the monastery.\0|0|79|9B|B0|a,|a,none\0
